airport_id,name,city,country,iata,latitude,longitude
3289,Sultan Mahmud Badaruddin II Airport,Palembang,Indonesia,PLM,-2.8982501029968,104.69999694824
3291,Japura Airport,Rengat,Indonesia,RGT,-0.3528079986572265,102.33499908447266
3292,Lhok Sukon Airport,Lhok Sukon,Indonesia,LSX,5.069509983062744,97.25920104980467
3294,Sultan Iskandar Muda International Airport,Banda Aceh,Indonesia,BTJ,5.522872024010001,95.42063713070002
3295,Kluang Airport,Kluang,Malaysia,\N,2.04138994217,103.306999207
3296,Sultan Abdul Halim Airport,Alor Setar,Malaysia,AOR,6.189670085906982,100.39800262451172
3297,Butterworth Airport,Butterworth,Malaysia,BWH,5.4659199714660645,100.39099884033205
3298,Sultan Ismail Petra Airport,Kota Bahru,Malaysia,KBR,6.166850090026856,102.29299926757812
3299,Kuantan Airport,Kuantan,Malaysia,KUA,3.775389909744263,103.20899963378906
3300,Kerteh Airport,Kerteh,Malaysia,KTE,4.537220001220703,103.427001953125
3301,Simpang Airport,Simpang,Malaysia,\N,3.1122500896453857,101.7030029296875
3302,Sultan Azlan Shah Airport,Ipoh,Malaysia,IPH,4.567969799041748,101.09200286865234
3303,Senai International Airport,Johor Bahru,Malaysia,JHB,1.64131,103.669998
3304,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,KUL,2.745579957962,101.70999908447
3305,Langkawi International Airport,Langkawi,Malaysia,LGK,6.329730033874512,99.72869873046876
3306,Malacca Airport,Malacca,Malaysia,MKZ,2.2633600235,102.251998901
3307,Sultan Mahmud Airport,Kuala Terengganu,Malaysia,TGG,5.3826398849487305,103.10299682617188
3308,Penang International Airport,Penang,Malaysia,PEN,5.297140121459961,100.2770004272461
3312,Sembawang Air Base,Sembawang,Singapore,\N,1.4252599477767944,103.81300354003906
3313,Paya Lebar Air Base,Paya Lebar,Singapore,QPG,1.360419988632202,103.91000366210938
3314,Tengah Air Base,Tengah,Singapore,TGA,1.38725996017,103.708999634
3315,Seletar Airport,Singapore,Singapore,XSP,1.416949987411499,103.86799621582033
3316,Singapore Changi Airport,Singapore,Singapore,SIN,1.35019,103.994003
3407,Pulau Tioman Airport,Tioman,Malaysia,TOD,2.818180084228516,104.16000366210938
3408,Sultan Abdul Aziz Shah International Airport,Kuala Lumpur,Malaysia,SZB,3.130579948425293,101.54900360107422
3885,Suvarnabhumi Airport,Bangkok,Thailand,BKK,13.681099891662598,100.74700164794922
3886,Naha Airport,Naha,Indonesia,NAH,3.6832098960876474,125.52799987792967
3887,Andi Jemma Airport,Masamba,Indonesia,MXB,-2.55803,120.323997
3888,Soroako Airport,Soroako,Indonesia,SQR,-2.5311999320983887,121.35800170898438
3889,Pongtiku Airport,Makale,Indonesia,TTR,-3.0447399616241,119.82199859619
3890,Wolter Monginsidi Airport,Kendari,Indonesia,KDI,-4.081610202789307,122.41799926757812
3891,Maimun Saleh Airport,Sabang,Indonesia,SBG,5.87412977219,95.3396987915
3892,Cibeureum Airport,Tasikmalaya,Indonesia,TSY,-7.346600055690001,108.246002197
3893,Iswahyudi Airport,Madiun,Indonesia,\N,-7.615769863128662,111.43399810791016
3894,Abdul Rachman Saleh Airport,Malang,Indonesia,MLG,-7.926559925079999,112.714996338
3895,Budiarto Airport,Tangerang,Indonesia,\N,-6.293171,106.57
3896,Husein Sastranegara International Airport,Bandung,Indonesia,BDO,-6.900629997253418,107.57599639892578
3897,Penggung Airport,Cirebon,Indonesia,CBN,-6.756140232090001,108.540000916
3898,Adi Sutjipto International Airport,Yogyakarta,Indonesia,JOG,-7.788179874420166,110.43199920654295
3899,Tunggul Wulung Airport,Cilacap,Indonesia,CXP,-7.645060062410001,109.033996582
3900,Pondok Cabe Air Base,Jakarta,Indonesia,PCB,-6.336959838867188,106.76499938964844
3901,Achmad Yani Airport,Semarang,Indonesia,SRG,-6.97273,110.375
3903,Hang Nadim International Airport,Batam,Indonesia,BTH,1.12102997303,104.119003296
3904,Buluh Tumbang (H A S Hanandjoeddin) Airport,Tanjung Pandan,Indonesia,TJQ,-2.74571990967,107.754997253
3905,Pangkal Pinang (Depati Amir) Airport,Pangkal Pinang,Indonesia,PGK,-2.16219997406,106.138999939
3906,Raja Haji Fisabilillah International Airport,Tanjung Pinang,Indonesia,TNJ,0.922683000565,104.531997681
3907,Dabo Airport,Singkep,Indonesia,SIQ,-0.47918900847435,104.5790023803711
3908,Syamsudin Noor Airport,Banjarmasin,Indonesia,BDJ,-3.4423599243164062,114.76300048828124
3909,Batu Licin Airport,Batu Licin,Indonesia,BTW,-3.4124100208300003,115.995002747
3910,Iskandar Airport,Pangkalan Bun,Indonesia,PKN,-2.70519995689,111.672996521
3911,Tjilik Riwut Airport,Palangkaraya,Indonesia,PKY,-2.22513008118,113.943000793
3913,Maumere(Wai Oti) Airport,Maumere,Indonesia,MOF,-8.64064979553,122.236999512
3914,Ende (H Hasan Aroeboesman) Airport,Ende,Indonesia,ENE,-8.8492898941,121.661003113
3915,Frans Sales Lega Airport,Ruteng,Indonesia,RTG,-8.5970096588135,120.47699737549
3916,El Tari Airport,Kupang,Indonesia,KOE,-10.171600341796877,123.6709976196289
