geonameid,name,asciiname,alternatenames,latitude,longtitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date
1568212,Sa Dec,Sa Dec,"Sa GJec,Sa Đéc",10.29085,105.75635,P,PPLA2,VN,,82,867,,,214610,1,6,Asia/Ho_Chi_Minh,2025-07-29
1568510,Rạch Giá,Rach Gia,"Lit-ka-su,Li̍t-ka-sṳ,Rac'zja,Rach Gia,Rach Zha,Rach Zhia,Racza,Racža,Rat'zja,Rạch Giá,VKG,Zhac Zhja,di shi shi,lagja,raca ji'a,raca jiya,rach jya,racha gya,raci jiya,rakkuza,ratsh jya,rch gya,sak sa,Жаћ Жја,Ратьзя,Рацьзя,Рач Жа,راتش جيا,راچ جیا,راچا گیا,رچ گیآ,राच जिया,রাচ জিয়া,ਰਾਚ ਜਿਆ,สักซ้า,ራች ጂያ,ラックザー,迪石市,락자",10.01245,105.08091,P,PPLA,VN,,91,899,,,459860,,13,Asia/Ho_Chi_Minh,2026-04-14
1568574,Qui Nhon,Qui Nhon,"Ki N'on,Ki N’on,Kin-hon,Kui Nkhon,Kuinjon,Kwinhon,Qui Nhan,Qui Nhon,Qui Nhơn,Quinn Yan,Quinton,Quy Nhon,Quy Nhơn,UIH,gui ren shi,kku-inyeon,ku nihoni,ku'i nhana,ku'i nhona,kuinyon,kwyh nhwn,kwyy nhwn,kwyy nہwn,kyu'i nhona,Куи Нхон,Куинён,كويه نهون,کوئی نهون,کوئی نہون,क्यूई न्हॉन,কুই ন্হন,ਕੁਈ ਨ੍ਹੋਨ,ኩ ንሆን,クイニョン,歸仁市,꾸이년",13.77648,109.22367,P,PPLA,VN,,52,548,,,519208,,7,Asia/Ho_Chi_Minh,2026-04-14
1568737,Ba Đồn,Ba GJon,"Ba Don,Ba Đồn,Quang Trach,Quảng Trach",17.75353,106.42355,P,PPLA2,VN,,44,458,,,106413,,8,Asia/Bangkok,2025-07-29
1568759,Quán Hàu,Quan Hau,"Quan Hau,Quang Ninh,Quán Hàu,Quảng Ninh",17.40438,106.64072,P,PPLA2,VN,,44,456,,,36210,,13,Asia/Bangkok,2025-10-24
1568770,Quảng Ngãi,Quang Ngai,"Kang Ngei,Kong-ngi-su,Kuang Ngaj,Kuangngaj,Kvang Ngaj,Kwang Ngai,Kóng-ngi-sṳ,Quang Ngai,Quảng Ngãi,Thanh pho Quang Ngai,Thành phố Quảng Ngãi,Vilojati Kuang Ngaj,guang yi shi,kkwang-eung-ai,koyam enaga'i,ku'anga naga'i,kuangai,kvanga naga'i,kwang ngay,kwang ngayy,kwaniግ nigayi,kwanj njay,Вилояти Куанг Нгай,Кванг Нгај,Куанг Нгай,Куангнгай,كوانج نجاي,کوانگ نگائی,کوانگ نگای,क्वांग नगाई,কোয়াং এনগাই,ਕੁਆਂਗ ਨਗਾਈ,ኳንግ ንጋይ,クアンガイ,廣義市,꽝응아이",15.12047,108.79232,P,PPLA,VN,,51,522,,,278496,,13,Asia/Ho_Chi_Minh,2026-04-14
1569684,Pleiku,Pleiku,"Gia Lai,PXU,Play Cu,Play Ku,Plei Cu,Pleiku,Plejku,Plây Cu,Plây Ku,Po-loi-ku,Pô-lòi-kú,Tinh Pleiku,Tỉnh Pleiku,blykw,bo lai gu shi,paleku,pel yku,ple'iku,plykw,ppeullaeikku,pureiku,Плеику,Плейку,بليكو,پلیکو,प्लेइकु,প্লেইকু,ਪਲੇਕੁ,เปล็ยกู,ፕleku,ፕሌኩ,プレイク,波來古市,쁠래이꾸",13.98333,108,P,PPLA,VN,,52,622,,,114225,,760,Asia/Ho_Chi_Minh,2026-04-14
1569901,Phú Thọ,Phu Tho,"Pho Tho,Phu Tho,Phu To,Phú Thọ,Thi Xa Phu Tho,Thị Xã Phú Thọ",21.39963,105.22221,P,PPLA2,VN,,25,228,,,91650,,32,Asia/Bangkok,2025-07-29
1570209,Phước Hòa,Phuoc Hoa,"Bu Gia Map,Bu Ya Map,Bu Ya Mập,Bu-Jamap,Bù Gia Mập,Diamap,Djamap,Don Djamap,Phuoc Hoa,Phước Hòa,Poste de Djamap",12.1,107.11667,P,PPL,VN,,75,691,,,15418,,329,Asia/Ho_Chi_Minh,2025-07-29
1570243,Phước An,Phuoc An,"Phuoc An,Phước An",12.71298,108.30148,P,PPLA2,VN,,66,654,,,25120,,526,Asia/Ho_Chi_Minh,2025-11-19
1570357,Phú Mỹ,Phu My,"Phu My,Phú Mỹ",10.63333,107.06667,P,PPL,VN,,79,754,,,287055,,12,Asia/Ho_Chi_Minh,2025-07-29
1570449,Phủ Lý,Phu Ly,"Fu Li,Ha-Nam,Phu Ly,Phu-li,Phủ Lý,Thanh Pho Phu Ly,Thành Phố Phủ Lý,furi,fw ly,phu li,Фу Ли,فو لي,فو لی,फु ली,ফু লি,ਫੂ ਲੀ,ፉ li,ፉ ሊ,フーリー",20.54531,105.91221,P,PPLA,VN,,37,347,,,136654,,8,Asia/Bangkok,2026-04-14
1570549,Phú Khương,Phu Khuong,"Phu Khuong,Phú Khương",11.28333,106.13333,P,PPL,VN,,80,709,,,47966,,18,Asia/Ho_Chi_Minh,2025-07-29
1570643,Phú Đô,Phu GJo,"Phu Do,lang Phu GJo,làng Phú Đô",21.01667,105.76667,P,PPL,VN,,01,019,,,15983,,9,Asia/Bangkok,2025-10-31
1570656,Phúc Yên,Phuc Yen,"Phuc Yen,Phúc Yên",21.23695,105.70483,P,PPLA2,VN,,25,244,,,180000,,20,Asia/Bangkok,2025-09-09
1570819,Phong Thạnh,Phong Thanh,"Phong Thanh,Phong Thạnh",9.32361,105.34639,P,PPL,VN,,96,957,,,53912,,1,Asia/Ho_Chi_Minh,2025-10-24
1570863,Phong Điền,Phong GJien,"Phong Dien,Phong Điền",16.58321,107.36438,P,PPLA2,VN,,46,476,,,114820,,14,Asia/Bangkok,2025-07-29
1570864,Phong Điền,Phong GJien,"Phong Dien,Phong Điền",9.99753,105.6673,P,PPLA2,VN,,92,926,,,98424,,1,Asia/Ho_Chi_Minh,2025-07-29
1570880,Thị Trấn Phố Lu,Thi Tran Pho Lu,"Pho Lu,Phu-Lu,Phố Lu,Thi Tran Pho Lu,Thị Trấn Phố Lu",22.31918,104.18719,P,PPLA2,VN,,15,086,,,32800,,77,Asia/Ho_Chi_Minh,2026-02-27
1570909,Thị Trấn Ba Chẽ,Thi Tran Ba Che,"Pho Ba Che,Phố Ba Chè,Thi Tran Ba Che,Thị Trấn Ba Chẽ",21.27158,107.28358,P,PPL,VN,,22,202,,,17504,,16,Asia/Bangkok,2026-02-27
1571058,Phan Thiết,Phan Thiet,"Fan Thiet,Fan Tkhiet,Fant'et,Fanthit,Fantiet,Fantkh'et,PHH,Phan Thiet,Phan Thiết,Phan Tiet,Xa Phan Thiet,fan tyt,fan tyyt,fan tھyt,fantietto,pan qie,phana thi'eta,phana thiyeta,Фан Тхиет,Фантхьет,Фантьет,فان تييت,فان تھیت,فان تیت,फान थिएट,ফান থিয়েত,ਫਾਨ ਥਿਏਟ,ፋni tiyeti,ፋን ትየት,ファンティエット,潘切",10.92889,108.10208,P,PPLA,VN,,68,593,,,228536,,10,Asia/Ho_Chi_Minh,2026-04-14
1571067,Phan Rang-Tháp Chàm,Phan Rang-Thap Cham,"Fan Rang-Tkhap Cham,Fanrang-Tkhaptjam,PHA,Phan Rang,Phan Rang- Thap Cham,Phan Rang-Thap Cham,Phan Rang-Tháp Chàm,Phan Ranh,fan rang-tap cham,fan rang-tھap cham,fan ranj-thab tsham,fanran=tappuchamu,phana ram-thapa cama,phana ranga-thapa cama,Фан Ранг-Тхап Чам,Фанранг-Тхаптям,فان رانج-ثاب تشام,فان رانگ-تاپ چام,فان رانگ-تھاپ چام,फान रांग-थाप चाम,ফান রাং-থাপ চাম,ਫਾਨ ਰਾਂਗ-ਥਾਪ ਚਾਮ,ፋni raniግ-taፕ chaም,ፋን ራንግ-ታፕ ጫም,ファンラン＝タップチャム",11.56432,108.98858,P,PPLA,VN,,56,582,,,207998,,8,Asia/Ho_Chi_Minh,2026-04-14
1571644,Ô Môn,O Mon,"O Mon,Phong Phu,Phong Phú,Ô Môn",10.10974,105.62318,P,PPLA2,VN,,92,917,,,129683,,5,Asia/Ho_Chi_Minh,2025-07-29
1571725,Thị Trấn Nước Hai,Thi Tran Nuoc Hai,"Hoa An,Nouc Hai,Nuoc Hai,Nước Hai,Thi Tran Nuoc Hai,Thị Trấn Nước Hai",22.73738,106.15216,P,PPLA2,VN,,04,051,,,20309,,204,Asia/Ho_Chi_Minh,2026-02-27
1571951,Ninh Hòa,Ninh Hoa,"Ninh Hoa,Ninh Hòa",12.49187,109.12495,P,PPLA2,VN,,56,572,,,230566,,7,Asia/Ho_Chi_Minh,2025-07-29
1571968,Ninh Bình,Ninh Binh,"Nin Bin,Nin' Bin',Ninbinh,Ninh Binh,Ninh Bình,Thanh Pho Ninh Binh,Thành Phố Ninh Bình,nina bina,ninaha binaha,ninbin,ninha binha,ninihi binihi,ninہ binہ,nynh bynh,Нинь Бинь,نينه بينه,نِنہ بِنہ,نینه بینه,निन्ह बिन्ह,নিনহ বিনহ,ਨਿਨ ਬਿਨ,ንንህ ብንህ,ニンビン,닌빈",20.25809,105.97965,P,PPLA,VN,,37,369,,,36864,,7,Asia/Bangkok,2026-04-14
1572151,Nha Trang,Nha Trang,"INhatrang,Kanh-Hoa,NHA,Nacana,Nga-tsong-su,Ngà-tsông-sṳ,Nha Trang,Niacangas,Niačangas,Nja Chang,Njachang,naha tranga,nateulang,nha tram,nha trang,nha tranga,nha tranj,nha trng,niha tiraniግ,nyachan,nyajjang,nھa ٹrang,ya cang,ya zhuang,ya zhuang shi,Ņačana,Ња Чанг,Ня Чанг,Нячанг,نها ترانج,نها ترانگ,نها ترنگ,نھا ٹرانگ,न्हा ट्रांग,ন্হা ট্রাং,ਨਹਾ ਤ੍ਰਾਂਗ,ญาจาง,ንሃ ትራንግ,ニャチャン,芽庄市,芽莊,芽莊市,나트랑,냐짱",12.24507,109.19432,P,PPLA,VN,,56,568,,,579000,,10,Asia/Ho_Chi_Minh,2026-04-14
1572249,Nhà Bè,Nha Be,"Lazaret,Nha Be,Nha Bè,Nhà Bè",10.69672,106.74032,P,PPLA2,VN,,79,786,,,17264,,3,Asia/Ho_Chi_Minh,2025-07-29
1572526,Nghi Xuân,Nghi Xuan,"Nghi Xuan,Nghi Xuân,Uy Vien",18.658,105.752,P,PPLA2,VN,,42,442,,,118000,,6,Asia/Bangkok,2026-01-27
1572532,Nghi Sơn,Nghi Son,"Bien Son,Nghi Son,Nghi Sơn",19.32746,105.82145,P,PPL,VN,,38,407,,,302210,,74,Asia/Bangkok,2025-08-02
1572565,Nghĩa Lộ,Nghia Lo,"Nghia Lo,Nghĩa Lộ",21.6,104.51667,P,PPL,VN,,15,133,,,68206,,260,Asia/Ho_Chi_Minh,2025-07-29
1572585,Nghĩa Đô,Nghia GJo,Nghia Do,21.05,105.8,P,PPL,VN,,01,003,,,96418,,6,Asia/Bangkok,2025-10-24
1572696,Thị Trấn Ngải Giao,Thi Tran Ngai Giao,"Ngai Giao,Ngải Giao,Thi Tran Ngai Giao,Thị Trấn Ngải Giao",10.6471,107.24577,P,PPLA2,VN,,79,750,,,49065,,119,Asia/Ho_Chi_Minh,2026-01-17
1573517,Nam Định,Nam GJinh,"Nam Din,Nam Din',Nam Dinh,Nam GJinh,Nam Định,Namdin',Thanh Pho Nam Dinh,Thành Phố Nam Định,nam dyh,nam dynh,nam ڈinہ,nama dina,nama dinaha,nama dinha,namudin,naም dinihi,Нам Динь,Намдинь,نام ديه,نام دینه,نام ڈِنہ,नाम दिन्ह,নাম দিনহ,ਨਾਮ ਡਿਨ,ናም ዲንህ,ナムディン",20.43389,106.17729,P,PPLA,VN,,37,356,,,448225,,5,Asia/Bangkok,2026-04-14
1573570,Năm Căn,Nam Can,"Nam Ca,Nam Can,Năm Că,Năm Căn",8.75899,104.99285,P,PPLA2,VN,,96,971,,,30135,,5,Asia/Ho_Chi_Minh,2025-10-24
1573844,Thị Trấn Na Dương,Thi Tran Na Duong,"Na Dzuong,Nà Dzương,Thi Tran Na Duong,Thị Trấn Na Dương",21.7025,106.95552,P,PPL,VN,,20,188,,,24369,,287,Asia/Ho_Chi_Minh,2026-02-27
1574023,Mỹ Tho,My Tho,"Mita,Mitho,My Tho,Mỹ Tho,ma'i tho,may tw,maya tho,mi to,miso,my thw,myے tھw,Мита,مئے تھو,مای تو,مي ثو,माय थो,মাই থো,ਮਾਈ ਥੋ,ሚ ቶ,ミーソー",10.36004,106.35996,P,PPLA,VN,,82,815,,,270700,,2,Asia/Ho_Chi_Minh,2026-04-14
1574109,Mỹ Lại,My Lai,"Binh Tuong Tay,Binhtay,My Khe Tay,My Lai,Mỹ Lại,Somlang,Thuan An,Thuận An,Tucong,Xomlang",15.18764,108.88904,P,PPL,VN,,51,527,,,23978,,9,Asia/Ho_Chi_Minh,2025-07-29
1574113,Mỹ Khê,My Khe,"My Khe,Mỹ Khê,Tu Cung",15.15,108.9,P,PPL,VN,,51,,,,23978,,-9999,Asia/Ho_Chi_Minh,2025-07-29
1574155,Mỹ Hào,My Hao,My Hao,20.91667,106.08333,P,PPL,VN,,33,328,,,115608,,3,Asia/Bangkok,2025-10-24
1574257,Mường Lay,Muong Lay,"Muong Lay,Mường Lay",22,103.13333,P,PPL,VN,,11,095,,,20450,,496,Asia/Ho_Chi_Minh,2025-07-29
1574507,Móng Cái,Mong Cai,"Mon Cay,Mon Gay,Mong Cai,Monkai,Móng Cái,Wangchieh",21.52471,107.96619,P,PPLA2,VN,,22,194,,,108553,,9,Asia/Bangkok,2025-07-29
1574873,Thị Trấn Mạo Khê,Thi Tran Mao Khe,"Mao Khe,Mạo Khê,Thi Tran Mao Khe,Thị Trấn Mạo Khê",21.05858,106.59255,P,PPL,VN,,22,205,,,72012,,7,Asia/Ho_Chi_Minh,2026-02-27
1575057,Mai Dịch,Mai Dich,Mai Dich,21.03333,105.78333,P,PPL,VN,,01,005,,,40527,,6,Asia/Bangkok,2025-10-31
1575627,Long Xuyên,Long Xuyen,"Cholong Xuyen,Chơlong Xuyen,Long Suehn,Long Swiyen,Long Xuyen,Long Xuyên,Long-Shuyen,lam juyena,lang zwyin,lang zwyyn,langa ju'ena,langa svena,loniግ zowayini,lwnj swyn,ronguzuen,Лонг Суэн,لانگ زویِن,لانگ زویین,لونج سوين,लांग श्वेन,লং জুয়েন,ਲਾਂਗ ਜੁਏਨ,ሎንግ ዞዋይን,ロングズエン",10.38639,105.43518,P,PPLA,VN,,91,883,,,286140,,8,Asia/Ho_Chi_Minh,2026-04-14
1575655,Long Thành,Long Thanh,"LTH,Long Thanh,Long Thành",10.78909,106.95029,P,PPLA2,VN,,75,740,,,27084,,19,Asia/Ho_Chi_Minh,2026-04-04
1575703,Long Mỹ,Long My,"Long My,Long Mỹ",9.68141,105.57226,P,PPLA2,VN,,92,936,,,61781,,2,Asia/Ho_Chi_Minh,2025-07-29
1575963,Liễu Giai,Lieu Giai,,21.03333,105.81667,P,PPL,VN,,01,001,,,20546,,11,Asia/Bangkok,2025-07-29
1576303,Lào Cai,Lao Cai,"Lao Cai,Lao Cai Lalawigan,Lao Kaj,Lao Kay,Laokai,Laokaj,Laokajus,Laos,Lo-kie-su,Lào Cai,Ló-kiê-sṳ,Vilojati Lao Kai,hla wkay,la'o ka'i,lao jie shi,laokkai,law kay,law kayy,lawa kayi,layw kay,raokai,Вилояти Лао Каи,Лао Кај,Лаокай,لائو کای,لاو كاي,لاو کائی,لاو کای,लाओ काई,লাও কাই,ਲਾਓ ਕਾਈ,หล่าวกาย,ላዋ ካይ,ラオカイ,老街市,라오까이",22.48556,103.97066,P,PPLA,VN,,15,080,,,130671,,86,Asia/Bangkok,2026-04-14
1576633,Lạng Sơn,Lang Son,"Lang Son,Langson,Lạng Sơn,Thanh Pho Lang Son,Thành Phố Lạng Sơn,lang swn,langa sona,laniግ soni,lanj swn,lyam sana,ranguson,Лангсон,لانج سون,لانگ سون,लांग सोन,ল্যাং সন,ਲਾਂਗ ਸੋਨ,ላንግ ሶን,ラングソン",21.85264,106.76101,P,PPLA,VN,,20,178,,,200108,,265,Asia/Bangkok,2026-04-14
1576757,Thị Trấn Phước Bửu,Thi Tran Phuoc Buu,"Ap Phuoc Buu,Lang Phuoc Buu,Làng Phước Bửu,Phuoc Buu,Thi Tran Phuoc Buu,Thị Trấn Phước Bửu",10.53472,107.40202,P,PPLA2,VN,,79,751,,,51895,,19,Asia/Ho_Chi_Minh,2026-02-26
1577859,Thị Trấn Lam Sơn,Thi Tran Lam Son,"Lam Son,Lam Sơn,Thi Tran Lam Son,Thị Trấn Lam Sơn",19.9047,105.40562,P,PPL,VN,,38,395,,,33117,,22,Asia/Ho_Chi_Minh,2026-02-27
1577995,La Gi,La Gi,"La Ghi,La Gi,Lag,Lagi,la gy,la jy,laji,luo yi shi she,raji,لا جى,لا گی,ラジー,罗夷市社,라지",10.65993,107.77206,P,PPL,VN,,68,594,,,160652,,8,Asia/Ho_Chi_Minh,2025-09-03
1578163,Kỳ Anh,Ky Anh,"Ky Anh,Kỳ Anh",18.06243,106.29832,P,PPLA2,VN,,42,447,,,150226,,21,Asia/Bangkok,2025-07-29
1578500,Kon Tum,Kon Tum,"Cong Tum,Công Tum,Kon Tum,Tinh Kontum,Tỉnh Kontum",14.35451,108.00759,P,PPLA2,VN,,51,608,,,205762,,543,Asia/Ho_Chi_Minh,2025-08-01
1579018,Kiến An,Kien An,,20.80528,106.62556,P,PPL,VN,,31,307,,,118047,,10,Asia/Bangkok,2026-02-16
1579019,Kiến An,Kien An,"Kien An,Kiến An",10.56667,105.36667,P,PPL,VN,,91,893,,,28333,,7,Asia/Ho_Chi_Minh,2026-05-16
1580092,Hương Trà,Huong Tra,"Huong Tra,Hương Trà",16.52539,107.4755,P,PPLA2,VN,,46,480,,,72677,,11,Asia/Bangkok,2025-07-29
1580093,Hương Thủy,Huong Thuy,"Huong Thuy,Hương Thũy,Hương Thủy",16.42184,107.63999,P,PPL,VN,,46,479,,,95299,,9,Asia/Ho_Chi_Minh,2025-07-29
1580142,Hưng Yên,Hung Yen,"Hong-Yen,Hung Yen,Hưng Yên,Khungjen,fun'ien,ham iyena,huga i'ana,hunga yena,hwng yn,hwnj yn,Хунгйен,هونج ين,هونگ ین,ہng yn,ہنگ ین,हुंग येन,হাং ইয়েন,ਹੁੰਗ ਇਆਨ,ሁniግ yeni,ሁንግ ዬን,フンイェン",20.64637,106.05112,P,PPLA,VN,,33,323,,,118646,,11,Asia/Bangkok,2026-04-14
1580160,Hưng Mỹ,Hung My,"Hung My,Hưng Mỹ",8.9,104.98333,P,PPL,VN,,96,969,,,38687,,1,Asia/Ho_Chi_Minh,2025-10-24
1580240,Huế,Hue,"Choue,HUI,Hue,Huje,Hujė,Hué,Huế,Khjue,Khjueh,Khue,Sun-fa-su,Sun-fa-sṳ,Thanh pho Hue,Thành phố Huế,fue,hi'u,hue,hwyh,hyu,hyw,shun hua,shun hua shi,we,Χουέ,Хуе,Хюе,Хюэ,הואה,هوئه,هيو,ہوائے,ह्यू,হিউ,ਹਿਊ,เว้,ჰუე,ሁwe,ሁዌ,フエ,順化,順化市,顺化市,후에",16.4619,107.59546,P,PPLA,VN,,46,474,,,1380000,,8,Asia/Bangkok,2026-04-14
1580400,Hồng Ngự,Hong Ngu,"Hong Ngu,Hồng Ngự",10.8,105.35,P,PPL,VN,,82,868,,,101155,,13,Asia/Ho_Chi_Minh,2025-11-14
1580410,Hạ Long,Ha Long,"Ha Long,Hon Cay,Hon Gai,Hon Gay,Hon Goi,Hong Gai,Honggay,Hạ Long,Hồng Gai,Khalong,Thanh Pho Ha Long,Thành Phố Hạ Long,VDO,ha lam,ha lang,ha langa,ha lon'ga,ha loniግ,ha lwng,hallong,halwnj,haron shi,xia long shi,Халонг,ها لانگ,ها لونگ,هالونج,ہa lang,ہا لانگ,हा लॉन्ग,হা লং,ਹਾ ਲਾਂਗ,ሃ ሎንግ,ハロン市,下龍市,下龙市,할롱",20.95045,107.07336,P,PPLA,VN,,22,193,,,270054,,8,Asia/Bangkok,2026-04-14
1580541,Hoi An,Hoi An,"Cidade Antiga de Hoi An,Faifo,Faifoh,Faifoo,Feifu,Hoi An,Hojanas,Hôi An,Hội An,Khoj An,Khoj An',Khojan,ho'i ena pracina sahara,hoi-ani,hoian,hui an,hui an shi,hwy an,hx yxan,Хой Ань,Хойан,Хоян,Хој Ан,הוי אן,هوي أن,ہؤئی آن,होइ एन प्राचीन सहर,ฮอยอัน,ჰოი-ანი,ホイアン,會安,會安市,호이안",15.87944,108.335,P,PPL,VN,,48,503,,,32757,,13,Asia/Ho_Chi_Minh,2025-07-29
1580830,Hòa Bình,Hoa Binh,"Hao Binh,Hoa Bin,Hoa Binh,Hòa Bình,Thanh Pho Hoa Binh,Thành Phố Hòa Bình",20.81717,105.33759,P,PPLA2,VN,,25,148,,,105260,,31,Asia/Bangkok,2025-08-01
1581047,Hà Tĩnh,Ha Tinh,"Ha Thin,Ha Tin,Ha Tinh,Ho-tshin-su,Hà Tĩnh,Hò-tshin-sṳ,Kha Tin,Kha Tin',Khatin',Thanh Sen,Thành Sen,ha tina,ha tinha,ha tinihi,ha tiy,ha tyn,ha tynh,hatin,hattin,he jing shi,Ха Тин,Ха Тинь,Хатинь,ها تينه,ها تین,ہا تنہ,हा तिन्ह,হা তিন্হ,ਹਾ ਤਿਨ,ห่าติ๋ญ,ሃ ትንህ,ハティン,河靜市,하띤",18.34282,105.90569,P,PPLA,VN,,42,436,,,266321,,8,Asia/Bangkok,2026-04-14
1581052,Hà Tiên,Ha Tien,"Ha Tien,Hà Tiên,Khat'en,hatien,Хатьен,ハティエン",10.3831,104.48753,P,PPLA2,VN,,91,900,,,100560,,8,Asia/Ho_Chi_Minh,2025-12-16
1581130,Hanoi,Hanoi,"Anoi,Anoy,Anòy,Ganoj,HAN,Ha Noi,Ha Nui,Hanoi,Hanoj,Hanoja,Hanojo,Hanojus,Hanoy,Hanoí,Hanoï,Hanòi,Hanói,Ho-nui-su,Hà Nội,Hò-nui-sṳ,Ke Cho,Kecho,Keicho,Kescio,Kesciò,Khanoj,Kẻ Chợ,Thang Long,Thăng Long,hano'i,hanoi,hanoy,hanwy,hanxy,he nei,he nei shi,hyanaya,khanwy,Ανόι,Ганой,Ханой,Ханој,Հանոյ,האנוי,خانوي,هانوى,هانوي,هانوی,ھانۆی,ہنوئی,हनोई,হ্যানয়,ਹਨੋਈ,ହାନୋଇ,ஹனோய்,ಹಾನೊಯ್,හැනෝයි,ฮานอย,ཧེ་ནོ།,ဟနွိုင်းမြို့,ჰანოი,ሀኖይ,ទីក្រុងហានូយ,Ḥanoi,ハノイ,河內,河內市,하노이",21.0245,105.84117,P,PPLC,VN,,01,,,,8053663,,10,Asia/Bangkok,2026-05-07
1581225,Hàm Ninh,Ham Ninh,"Ham Ninh,Hàm Ninh",10.18058,104.04769,P,PPL,VN,,91,911,,,33503,,6,Asia/Ho_Chi_Minh,2025-12-31
1581298,Haiphong,Haiphong,"HPH,Hai Phong,Haiphong,Hajfong,Hajfongo,Hayfon,Hải Phòng,Khajfon,ha'ipham,ha'iphanga,ha'iphaunga,hai fang shi,haifon,hayfwng,hayfwngh,hayfwnj,hayiፎniግ,hi fxng,Хайфон,هايفونج,هايفونغ,هایفونگ,ہyfwng,ہیفونگ,हाईफांग,হাইফং,ਹਾਈਫੌਂਗ,ไฮฟอง,ሃይፎንግ,ハイフォン,海防市",20.86481,106.68345,P,PPLA,VN,,31,,,,2625200,,12,Asia/Bangkok,2026-04-14
1581326,Hải Dương,Hai Duong,"Hai Doong,Hai Duong,Hai dzung,Hai-Doung,Haidong,Haidöng,Hải Dương,Khajzyong,Thanh Pho Hai Duong,Thành Phố Hải Dương,Хайзыонг",20.94099,106.33302,P,PPLA2,VN,,31,288,,,241373,,8,Asia/Bangkok,2025-08-01
1581331,Hải Châu,Hai Chau,,15.91667,108.13333,P,PPL,VN,,48,506,,,131427,,8,Asia/Ho_Chi_Minh,2025-12-06
1581349,Hà Giang,Ha Giang,"Ha Giang,Hà Giang,Thanh Pho Ha Giang,Thành Phố Hà Giang,hazan shi,ハザン市",22.82333,104.98357,P,PPLA2,VN,,08,024,,,55559,,107,Asia/Bangkok,2025-12-16
1581364,Hà Đông,Ha GJong,"Ha Dong,Hà Đông",20.97136,105.77876,P,PPLA2,VN,,01,268,,,50877,,13,Asia/Bangkok,2025-07-29
1581461,Gò Vấp,Go Vap,Go Vap,10.81667,106.68333,P,PPL,VN,,79,764,,,110850,,12,Asia/Ho_Chi_Minh,2025-10-24
1581529,Gò Công,Go Cong,"Go Cong,Gò Công",10.36667,106.66667,P,PPL,VN,,82,816,,,97709,,0,Asia/Ho_Chi_Minh,2025-07-29
1581755,Giá Rai,Gia Rai,"Gia Rai,Giá Rai,Xom Gia Rai",9.23444,105.45833,P,PPL,VN,,96,959,,,145340,,4,Asia/Ho_Chi_Minh,2025-07-29
1581834,Gia Nghĩa,Gia Nghia,"Gia Nghia,Gia Nghĩa,Nghia Duc,Nghiã Đức,Quang Duc,Zja Ngia,gi'a naghi'a,jiya naghiya,jiya nghiya,jiya niግya,jya nghya,jya nya,zanya,Зя Нгиа,جيا نغيا,جیا نغیا,جیا نیا,जिया न्घिया,জিয়া নঘিয়া,ਗਿਆ ਨਘਿਆ,ጂያ ንግያ,ザーニャー",12.00423,107.69074,P,PPLA,VN,,68,660,,,85082,,616,Asia/Ho_Chi_Minh,2026-04-14
1582173,Đưc Trọng,GJuc Trong,"Duc Trong,Dyk Trong,Lien Nghia,Liên Nghĩa,Đưc Trọng,Дык Тронг",11.73559,108.3733,P,PPLA2,VN,,68,678,,,161232,,939,Asia/Ho_Chi_Minh,2025-07-29
1582190,Đức Phổ,GJuc Pho,"Duc Pho,Pho Duc,Đức Phổ",14.81355,108.95931,P,PPLA2,VN,,51,534,,,155743,,17,Asia/Ho_Chi_Minh,2025-07-29
1582367,Đố Sơn,GJo Son,"Do Son,Đố Sơn",20.71361,106.78944,P,PPL,VN,,31,308,,,51417,,8,Asia/Ho_Chi_Minh,2025-07-29
1582436,Đồng Xoài,GJong Xoai,"Ap Dong Xoai,Cong Xoai,Don Luan,Dong Xoa,Dong Xoai,Dong Xoi,Dồng Xoài,Gjong Xoai,Zong Khoaj,gajaunga khu'a'i,gajon'ga khva'i,jiyam khoya'i,jiʾoniግ boyi,jywng khwayy,jywng khwy,jywnj khwy,zonhoai,Đồng Xoài,Зонг Хоай,جيونج خوي,جیونگ خوائی,جیونگ خوی,गजॉन्ग ख्वाई,জিয়ং খোয়াই,ਗਜੌਂਗ ਖੁਆਈ,ጂዖንግ ቦይ,Ấp Đồng Xoài,ゾンホアイ",11.53495,106.88324,P,PPLA,VN,,75,689,,,168000,,90,Asia/Ho_Chi_Minh,2026-04-14
1582497,Thị Trấn Đông Triều,Thi Tran GJong Trieu,"Dong Trieu,Thi Tran Dong Trieu,Thị Trấn Đông Triều,Đông Triều",21.08242,106.5138,P,PPL,VN,,22,205,,,248896,,5,Asia/Bangkok,2025-09-09
1582886,Đồng Hới,GJong Hoi,"Dong Hoi,Dongkhoj,GJong Hoi,Kwang Binh,VDH,tong hai shi,Đồng Hới,Донгхой,同海市",17.46885,106.62226,P,PPLA2,VN,,44,450,,,133672,,9,Asia/Bangkok,2025-09-09
