geonameid,name,asciiname,alternatenames,latitude,longtitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date
1292313,Tharyarwady,Tharyarwady,"Tharrawaddy,Tharyarwady,Thayawadi",17.65399,95.78813,P,PPL,MM,,16,MMR008D002,MMR008007,,54386,,17,Asia/Yangon,2016-06-01
1292443,Thanhlyin,Thanhlyin,"Syriam,Thanhlyin",16.78195,96.24678,P,PPL,MM,,17,MMR013D003,MMR013023,,78667,,18,Asia/Yangon,2026-03-12
1292507,Thanbyuzayat,Thanbyuzayat,"Thanbyuxayat,Thanbyuzat,Thanbyuzayat,dan biao zha ya,tagwndayng,tan-ph yu sa ya,tanbyuzaya,تاگونداینگ,ตาน-พยูซะยะ,တၢၼ်ႇၽျူႇၸယႅတ်ႉ၊ ဝဵင်း,ဝေင်ꩻတန်ဖျူသယတ်,သံဖြူဇရပ်မြို့,タンビュザヤ,丹彪扎亚,丹彪扎亞",15.96893,97.72745,P,PPL,MM,,13,MMR011D001,MMR011004,,57208,,17,Asia/Yangon,2025-09-11
1292579,Thanatpin,Thanatpin,"Tanatpin,Thanatpin,တၼၢတ်ႉပိၼ်ႇ၊ ဝဵင်း,ဝေင်ꩻတနတ်ပဉ်,သနပ္ပင်မြို့နယ်",17.29136,96.57523,P,PPL,MM,,16,MMR007D001,MMR007002,,38059,,13,Asia/Yangon,2016-06-01
1293625,Dawei,Dawei,"Davei,Davejus,Davėjus,Dawei,TVY,Tavoj,Tavoy,Tawe,Tawè,da'oya'i,dauei,dave,dave'i,dawei,dawi,dawy,dawyy,thway,tu wa,Тавой,داوئی,داوي,داوی,दावेई,দাওয়াই,ਦਾਵੇ,ทวาย,ထားဝယ်မြို့,ዳዊ,ダウェイ,土瓦,다웨이",14.0823,98.19151,P,PPLA,MM,,12,MMR006D001,MMR006001,,136783,,17,Asia/Yangon,2026-04-14
1293696,Taungup,Taungup,"Taung-gup,Taunggok,Taunggôk,Taungup",18.85609,94.24078,P,PPL,MM,,01,MMR012D004,MMR012016,,26854,,5,Asia/Yangon,2025-12-15
1293960,Taunggyi,Taunggyi,"Taundzhi,Taundzi,Taundzis,Taundžis,Taunggi Mong,Taunggyi,Taunji,Taunjī,dong zhi,ta'ungi,ta'ungyi,ta'unji,taungji,taunji,tawngyy,tawnjy,taውniji,txng yi,Таунджи,Таунџи,تاونجي,تاونجی,تاونگئی,ताउंग्यी,তাউংজি,ਟਾਉਂਗੀ,ตองยี,တောင်ကြီးမြို့,ታውንጂ,タウンジー,東枝,타웅지",20.78919,97.03776,P,PPLA,MM,,11,MMR014D001,MMR014001,,160115,1430,1396,Asia/Yangon,2026-04-14
1294041,Taungdwingyi,Taungdwingyi,Taungdwingyi,20.0065,95.54531,P,PPL,MM,,15,MMR009D001,MMR009004,,70094,,143,Asia/Yangon,2016-06-01
1294250,Tatkon,Tatkon,Tatkon,24.679,95.07416,P,PPL,MM,,10,MMR005D008,MMR005034,,41683,,179,Asia/Yangon,2025-09-11
1294547,Tangyan,Tangyan,"Lan-ts'ang-hsien,Lan-ts’ang-hsien,Tangyan",22.49441,98.39277,P,PPL,MM,,11,MMR015D001,MMR015004,,33603,,941,Asia/Yangon,2025-09-11
1294761,Tamu,Tamu,"Tama,Tammu,Tamu,Tana",24.21663,94.31216,P,PPL,MM,,10,MMR005D006,MMR005030,,43737,,178,Asia/Yangon,2025-09-11
1294974,Kone Ta La Paung,Kone Ta La Paung,"Kone Ta La Paung,Talabaung,ကုန်းတလပေါင်",17.00845,96.14971,P,PPL,MM,,17,MMR013D001,MMR013002,,22667,,8,Asia/Yangon,2025-12-15
1295087,Taikkyi,Taikkyi,"Taikkyi,titekyeemyahoet,တိုက်ကြီးမြို့",17.31439,95.96293,P,PPL,MM,,17,MMR013D001,MMR013005,,88000,,21,Asia/Yangon,2025-10-14
1295301,Tachilek,Tachilek,"THL,Tachajlejk,Tachileik,Tachilek,Tha Chaleak,Tha Chi Lek,Wan Ta-hki-lek,Wān Ta-hki-lēk,Тачайлейк",20.4475,99.88083,P,PPL,MM,,11,MMR016D003,MMR016009,,51553,,402,Asia/Yangon,2016-06-30
1295395,Thanlyin,Thanlyin,,16.76887,96.24503,P,PPL,MM,,17,MMR013D003,MMR013023,,69448,,24,Asia/Yangon,2025-08-05
1295765,Sittwe,Sittwe,"AKY,Ak'jab,Akjab,Akyab,Sittvi,Sittwe,Situe,Situeh,Sitve,Sitvė,shi dui,shittoue,sitave,siteuwe,sitiwe,sitta'oye,sytwh,sytwy,wytwy,Акьяб,Ситуэ,Сітуе,سيتوي,سیتوه,ویتوی,सितवे,সিত্তওয়ে,ਸਿੱਤਵੇ,စစ်တွေမြို့,ሲትዌ,シットウェ,实兑,시트웨",20.14624,92.89835,P,PPLA,MM,,01,MMR012D001,MMR012001,,177743,,5,Asia/Yangon,2026-04-14
1296536,Shwe Lin Ban,Shwe Lin Ban,"Shwe Lin Ban,Shwelinban,ရွှေလင်ဘန်း",16.89659,96.06801,P,PPL,MM,,17,MMR013D001,MMR013008,,28711,,5,Asia/Yangon,2025-12-15
1296614,Shwegyin,Shwegyin,Shwegyin,17.92118,96.87676,P,PPL,MM,,16,MMR007D001,MMR007008,,24579,,23,Asia/Yangon,2025-09-11
1296645,Shwegu,Shwegu,Shwegu,24.22673,96.79085,P,PPL,MM,,04,MMR001D003,MMR001011,,58696,,119,Asia/Yangon,2025-09-11
1296736,Shwebo,Shwebo,Shwebo,22.56925,95.69818,P,PPL,MM,,10,MMR005D002,MMR005004,,88914,,111,Asia/Yangon,2016-06-01
1298482,Sagaing,Sagaing,"Sagajn,Sagang,Sitkaing,Сагайн",21.8787,95.97965,P,PPLA2,MM,,10,MMR005D001,MMR005001,,78739,,75,Asia/Yangon,2024-01-13
1298824,Yangon,Yangon,"Dagon,Gian'nkon,Jangon,Jangon khot,Jangona,Jangono,Jangun,Jangún,Ngiong-kong,Ngióng-kông,RGN,Rangon,Rangoon,Rangoun,Rangum,Rangun,Rangunas,Rangún,Rangūnas,Yangjgvangh,Yangon,Yangôn,Yankoun,Yanqon,iangoni,iyanguna,raankone,raankonemyahoet,raguna,ranguna,rngwn,yang guang,yang-gon,yanghwn,yangkung,yangon,yanguna,yangwn,yanjwn,yankon,Ýangon,Γιανγκόν,Јангон,Рангун,Янгон,Янгон хот,Յանգոն,יאנגון,رنگون,يانجون,يانغون,یانگون,यांगून,रङ्गुन,रङ्गून,ইয়াংগুন,ਰੰਗੂਨ,யங்கோன்,యాంగోన్,യംഗോൺ,ย่างกุ้ง,ཡང་ཀོང་།,ရန်ကုန်,ရန်ကုန်မြို့,იანგონი,ያንጎን,យ៉ាំងហ្គូន,ヤンゴン,仰光,양곤",16.80528,96.15611,P,PPLA,MM,,17,MMR013D004,MMR013044,,4477638,,30,Asia/Yangon,2026-04-14
1298911,Pyu,Pyu,"Pju,Pyu,pyu,Пю,ဍုံဖျူႋ,ဖြူးမြို့,ဝေင်ꩻဖျူး,ၽျူး၊ ဝဵင်း,ピュ",18.4813,96.43742,P,PPL,MM,,16,MMR007D002,MMR007012,,40386,,55,Asia/Yangon,2016-06-01
1298987,Pyinmana,Pyinmana,"P'inmana,Pinmana,Pjinmana,Pyinmana,Pyinmana Naypyidaw,Pyinmank,Rangun,bin ma na,p yi nma na,pinmana,П'їнмана,Пинмана,Пьинмана,Рангун,לדי סיאדאו,ปยี่นมะน่า,ပျဉ်းမနားမြို့,ပၢင်မၢၵ်ႇၼႃႉ၊ ဝဵင်း,ဝေင်ꩻပဉ်းမနား,ピンマナ,彬馬那,彬马那,핀마나",19.7381,96.20742,P,PPL,MM,,18,MMR018D002,MMR018006,,97409,,101,Asia/Yangon,2016-06-22
1299154,Pyay,Pyay,"P'i,PRU,Pjaj,Pjajus,Pji,Prome,Pyain,Pyay,Pye,Pyei,Pyit,bei miu shi,bei miu zhen,peulom,pii,proma,П'ї,Проме,Пяй,פיאי,پیاے,প্রোম,แปร,ပျီႇ၊ ဝဵင်း,ဝေင်ꩻပီ,ピイ,卑謬市,卑謬鎮,卑谬镇,프롬",18.81996,95.21562,P,PPL,MM,,16,MMR008D001,MMR008001,,135308,,2,Asia/Yangon,2024-03-09
1299182,Pyawbwe,Pyawbwe,"Pyawbwe,Pyawlow",20.59193,96.05202,P,PPL,MM,,08,MMR010D006,MMR010024,,32214,,198,Asia/Yangon,2025-09-11
1299237,Pyapon,Pyapon,"P'japon,Pjapon,Pkh'japoun,Pyabon,Pyabôn,Pyapon,Pyapun,byabwn,pi ya peng,pyapon,shu bang,Пх'япоун,Пьяпон,Пяпон,بيابون,ဖျာပုံမြို့,ဝေင်ꩻဖျာပုံ,ၽျႃႇပူင်ႇ၊ ဝဵင်း,ピャーポン,皮亞朋,豎榜",16.28543,95.67882,P,PPL,MM,,03,MMR017D006,MMR017023,,47082,,8,Asia/Yangon,2025-12-09
1300310,Pèkon,Pekon,"Pekon,Phekhon,Pèkon,hpaalhkonemyahoet,ဖယ်ခုံမြို့",19.86766,97.00668,P,PPL,MM,,11,MMR014D001,MMR014010,,15323,,897,Asia/Yangon,2026-01-19
1300466,Bago,Bago,"Bagas,Bago,Begu,Pegou,Pegu,Pégou,baghw,bago,bagw  brma,bagw  myanmar,bo gu,peku,pha kho,Пегу,باغو,باگو، برما,باگو، میانمار,बागो,বাগো,ਬਾਗੋ,பெகு,พะโค,ပဲခူးမြို့,ባጎ,バゴー,勃固,바고",17.33521,96.48135,P,PPLA,MM,,16,MMR007D001,MMR007001,,244376,,18,Asia/Yangon,2026-04-14
1300567,Pazundaung,Pazundaung,Pazundaung,16.79574,96.17493,P,PPLX,MM,,17,MMR013D002,MMR013015,,40690,,19,Asia/Yangon,2026-02-21
1300969,Paungde,Paungde,"Paung-deh,Paungde",18.49167,95.50591,P,PPL,MM,,16,MMR008D001,MMR008004,,36971,,35,Asia/Yangon,2019-03-21
1301005,Paung,Paung,"Paung,paun,ပေါင်မြို့,ပွင်ႇ၊ ဝဵင်း,ဝေင်ꩻပေါင်,パウン",16.61753,97.45851,P,PPL,MM,,13,MMR011D002,MMR011008,,29434,,16,Asia/Yangon,2025-09-11
1301804,Panglong,Panglong,"Mong Ko,Möng Ko,Panglong",24.10051,98.31264,P,PPL,MM,,11,MMR015D002,MMR015009,,27115,,921,Asia/Yangon,2025-09-11
1302439,Pakokku,Pakokku,"PKK,Pagukku,Pakkoku,Pakokku,pahkukkuumyahoet,Пакокку,ပခုက္ကူမြို့",21.33489,95.08438,P,PPL,MM,,15,MMR009D004,MMR009018,,126938,,70,Asia/Yangon,2025-05-12
1302849,Hpa-An,Hpa-An,"Hpa-An,Hpa-an,Khpa-An,PAA,Pa-an,Pan,hapa-ana,hapan,hba an,hiፓ-ʿeni,hpa an,hpa-ana,Хпа-Ан,هبا آن,هپا آن,ہpa an,ہپا آن,ह्पा-आन,হপা-আন,ਹਪਾ-ਆਨ,ህፓ-አን,ハパーン",16.88953,97.63482,P,PPLA,MM,,05,MMR003D001,MMR003001,,50000,,18,Asia/Yangon,2026-05-12
1303351,Nyaung-U,Nyaung-U,"N'gion'k-Ou,N'jaung-U,NYU,Nayung-U,Njaung-U,Njaunga-U,Nyaung U,Nyaung-U,Nyaungoo,Nyaungu,Nyoungoo,liang wu xian,n'ya'unga-yu,n'yaunga-yu,n'yayung-yu,n'yuyanga-yu,nam-u,nang-yu,niyun-u,nyaun'u,nyaung-u,nyawngh aw,nyawnj aw,nyawnj-yw,yxng xu,Νγιόνκ-Ου,Ньяунг-У,نياونج او,نياونغ أو,نیاونج-یو,न्याउंग-यू,न्यूयांग-यू,নং-উ,ન્યૌંગ-યુ,நியுங்-உ,న్యాయుంగ్-యు,ನಂಗ್-ಯು,න්‍යාන්ග් -යු,ยอง อู,ညောင်ဦးမြို့,ဝေင်ꩻညောင်ဦး,ၺွင်ႇဢူး၊ ဝဵင်း,ニャウンウー,良乌县,냐웅우",21.20056,94.90827,P,PPL,MM,,08,MMR010D005,MMR010022,,48528,,62,Asia/Yangon,2025-10-12
1303406,Nyaunglebin,Nyaunglebin,"N'jaunlebin,Njaunglebin,Nyaunglebin,Ньяунлебин,Няунглебин,ညောင်လေးပင်,ဝေင်ꩻညောင်လေးပဉ်,ၺွင်ႇလေးပိၼ်ႇ၊ ဝဵင်း",17.95363,96.72247,P,PPL,MM,,16,MMR007D001,MMR007005,,89626,,19,Asia/Yangon,2018-12-05
1306443,Nansang,Nansang,"NMS,Namsang,Nansang",20.89184,97.71672,P,PPL,MM,,11,MMR014D002,MMR014013,,23792,,956,Asia/Yangon,2025-09-11
1307101,Namhkam,Namhkam,"Hambkan,Nam Khan,Namgkan,Namhkam,Namhkama,Namkam,Namkamas,Namkham,Nangan,nam h kham,namahkama,namakhama,namhakam,namhakama,namhkam,namkam,namukamu,nan kan,nanhkam,Νάμκαμ,Намгкан,نامحکام,नम्हकाम,নামখাম,નમહ્કમ,நம்ஹகம்,నంహ్కమ్,ನಾಮ್ಕಾಮ್,නම්හ්කම්,นามฮ์คาม,နမ့်ခမ်းမြို့,ဝေင်ꩻနမ်းခမ်း,ၼမ်ႉၶမ်း၊ ဝဵင်း,ナムカム,南坎",23.83342,97.67984,P,PPL,MM,,11,MMR015D002,MMR015010,,33382,,762,Asia/Yangon,2025-08-14
1307658,Mrauk U,Mrauk U,"M'jau-U,Mrauk U,Mrauk-U,Mrauk-oo,Mrohaung,Myauk U,Myohaung,Myonaung,Мьяу-У,မြောက်ဦးမြို့,မြောက်‌ဦးမြို့,မြောက‌ဥးမြ",20.59,93.19062,P,PPL,MM,,01,MMR012D005,MMR012003,,36139,,9,Asia/Yangon,2025-09-19
1307741,Myitkyina,Myitkyina,"M'ichina,M'itkina,MYT,Michina,Mitkina,Mjicina,Mjičina,Myitkyin,Myitkyina,Myitkyinā,ma'itaka'ina,mi zhi na,michina,mit ci na,mitchina,mitikina,myitaka'ina,myitkyina,mytkyna,myytkyyna,Мичина,Мьиткина,Мьичина,Мїчина,ميتكينا,میئتکیئنا,میتکینا,म्यिट्क्यिना,ম্যিটকাইনা,ਮਾਇਟਕਾਈਨਾ,มิตจีนา,မြစ်ကြီးနားမြို့,ሚትኪና,ミッチーナー,密支那,미치나",25.38327,97.39637,P,PPLA,MM,,04,MMR001D001,MMR001001,,90894,,147,Asia/Yangon,2026-04-14
1307835,Myingyan,Myingyan,"M'indzhan,Mgin'nkgian,Mijngjan,Mjindzana,Mjindzanas,Mjindžana,Mjindžanas,Myingan,Myingyan,Myringyan,m yi n chan,ma'in'gyana,ma'inyana,maiyinkiyan,mayajina,mayingyan,maynghyan,maynjyan,min jian,mindjan,minjian,myingyan,myynjyan,yinajnana,Μγινγκγιάν,М'їнджан,Мийнгян,Мьинджан,ماينجيان,ماينغيان,میینجیان,मायजीन,यिनज्ञान,মাইংয়ান,માઇન્ગ્યાન,மையிங்கியான்,మయింగ్యన్,ಮ್ಯಿಂಗ್ಯಾನ್,මින්යැන්,มยี่นชาน,မျိၼ်းၶျၢၼ်ႇ၊ ဝဵင်း,မြင်းခြံမြို့,ဝေင်ꩻမဉ်းခြံ,ミンヂャン,敏建,민지안",21.46002,95.3884,P,PPL,MM,,08,MMR010D004,MMR010017,,141713,,76,Asia/Yangon,2016-06-01
1308052,Myawaddy,Myawaddy,"Myawaddy,Myawadi,myawate,မြဝတီ",16.68911,98.50893,P,PPL,MM,,05,MMR003D002,MMR003005,,45000,,206,Asia/Yangon,2025-12-22
1308078,Myaungmya,Myaungmya,"Mjaungm'ja,Myaungmya,Myoungmya,m yxng meiy a,myanmya,myawngmya,Мяунгмья,Մյաունգմյա,میاؤنگمیا,มย่องเมียะ,ဍုံမျင်ႋမျး,မျွင်းမျႃႉ၊ ဝဵင်း,မြောင်းမြမြို့,ဝေင်ꩻမျောင်းမျ,ミャンミャ",16.59875,94.92111,P,PPL,MM,,03,MMR017D003,MMR017014,,58205,,13,Asia/Yangon,2025-12-15
1308204,Myanaung,Myanaung,"Mjanaung,Myanaung,mian ang,myananwng,Мянаунг,میانانونگ,မျၢၼ်ႇဢွင်ႇ၊ ဝဵင်း,မြန်အောင်မြို့,ဝေင်ꩻမျန်အောင်,缅昂",18.28651,95.32014,P,PPL,MM,,03,MMR017D002,MMR017011,,42252,,26,Asia/Yangon,2016-06-01
1308318,Mu-se,Mu-se,Mu-se,23.99742,97.90109,P,PPL,MM,,11,MMR015D002,MMR015009,,165022,,828,Asia/Yangon,2025-07-06
1308415,Mudon,Mudon,"Mudon,Mudoun,mu don,mudon,mudum,Мудон,Мудоун,มุโดน,မုတူင်ႇ၊ ဝဵင်း,မုဒုံမြို့,ဝေင်ꩻမုဒုံ,ムドン,무둠",16.25624,97.7246,P,PPL,MM,,13,MMR011D001,MMR011005,,89123,,22,Asia/Yangon,2016-06-01
1308464,Mawlamyinegyunn,Mawlamyinegyunn,"Mawlamyainggyun,Mawlamyinegyunn,Moulmeingyu,Moulmeingyun",16.3772,95.26488,P,PPL,MM,,03,MMR017D004,MMR017018,,34107,,8,Asia/Yangon,2025-12-15
1308465,Mawlamyine,Mawlamyine,"MNU,Maulamiain,Mawlamyaing,Mawlamyine,Molam'in,Molam'jajn,Molamjainas,Molamjajn,Molamyaing,Moulamjin,Moulmein,Mulmain,Mulmejn,mallama'ina,mao dan mian,maulama'ina,mawlamyayn,mawlamyyn,maውlaምyini,meaa la leing,molamina,moramyain,moulmein,mwlmyn,Моламьин,Моламьяйн,Моламяйн,Моуламјин,ماولامیئن,ماولامیاین,مولمين,मॉलमीन,মল্লমাইন,ਮੌਲਮਾਈਨ,เมาะลำเลิง,မောလမြင,မော်လမြိုင်,ማውላምይን,モーラミャイン,毛淡棉,모울메인",16.49051,97.62825,P,PPLA,MM,,13,MMR011D001,MMR011001,,438861,,52,Asia/Yangon,2026-04-14
1308522,Monywa,Monywa,"Moniva,Monywa,Mounujua,Munya,Munywa,NYW,mani'oya,meng yu wa,mon'yava,mon'yuwa,moni'a,moniwa,mony wa,mwnywa,Монива,Моунъюа,مونيوا,مونیوا,मोन्यवा,মনিওয়া,ਮੋਨਿਆ,โมนยวา,မုံရွာ,ሞንዋ,モンユワ,蒙育瓦,모니와",22.10856,95.13583,P,PPLA,MM,,10,MMR005D003,MMR005012,,182011,,81,Asia/Yangon,2026-04-14
1308567,Möng Yang,Moeng Yang,"Mong Yang,mineyaannmyahoet,မိုင်းယန်းမြို့",21.8478,99.67651,P,PPL,MM,,11,MMR016D001,MMR016003,,117108,914,914,Asia/Yangon,2025-12-17
1308910,Mohnyin,Mohnyin,"Mochn'gin,Mohnjin,Mohnyin,Mohnyn,Mokhnin,Monain,Monjina,Monjinas,mhnyyn,mo ning,mo yi n,mohan'yin,mohanim,mohanina,mohanyin,mohiniyina,mohnin,mohnina,moin,monin,mwhnyn,Μοχνγίν,Монаин,Мохњин,محنیین,موهنين,मोहनिं,मोहिनीयिन,মোহনিন,મોહ્નીન,மோஹன்யின்,మోహన్యిన్,ಮೊಹ್ನಿನ್,මොහ්නයින්,โม่ญี่น,မိုးညှင်းမြို့,မိူင်းယၢင်း၊ ဝဵင်း,ဝေင်ꩻမိုးငဉ်း,モニン,莫宁,莫寧,모인",24.77822,96.36863,P,PPL,MM,,04,MMR001D002,MMR001007,,33290,,216,Asia/Yangon,2025-09-11
1308937,Mogok,Mogok,"Magok,Mogok,Могок",22.91766,96.50982,P,PPL,MM,,08,MMR010D002,MMR010011,,89855,,1162,Asia/Yangon,2025-12-15
1308946,Mogaung,Mogaung,"Mogaun,Mogaung,Mogoung,Mongkawng,mo gang,mo kxng,mogaung,mougan,Могаунг,מוגאונג,โม่ก้อง,မိုးကောင်းမြို့,မိူင်းၵွင်း၊ ဝဵင်း,ဝေင်ꩻမိုးကောင်း,モウガン,莫冈,모가웅",25.30543,96.93537,P,PPL,MM,,04,MMR001D002,MMR001008,,25012,,150,Asia/Yangon,2025-09-11
1309233,Mingaladon,Mingaladon,Mingaladon,16.92406,96.09768,P,PPL,MM,,17,MMR013D001,MMR013002,,136000,,15,Asia/Yangon,2025-12-10
1309289,Minbu,Minbu,"Minbu,min wu,minbu,Минбу,မင်းဘူးမြို့,မိၼ်းပူး၊ ဝဵင်း,ဝေင်ꩻမိဉ်းဗူး,ミンブ,敏巫",20.18059,94.87595,P,PPL,MM,,15,MMR009D002,MMR009007,,57342,,49,Asia/Yangon,2018-04-06
1309611,Myeik,Myeik,"M'ej,M'joj,MGZ,Mergui,Merguj,Mgeik,Mjeik,Mjeika,Mjeikas,Mjejk,Myeik,dan lao,ma'eka,ma'inyeka,maiyik,marid,maya'eka,mayek,mayeka,mayyk,mayyk  myanmar,meleugwi,meykka,myeiku,myyyk,Μγέικ,М'єй,Мйеик,Мьей,Мјејк,М’ёй,ماييك,ماييك، ميانمار,میییک,मएक,मायएक,মাইংয়েক,માયેક,மேய்க்க,మయెక్,ಮೈಯಿಕ್,ම්යෙක්,มะริด,မျဵၵ်ႉ၊ ဝဵင်း,မြိတ်မြို့,ဝေင်ꩻမေက်,ミェイク,丹老,메르귀",12.43954,98.60028,P,PPL,MM,,12,MMR006D002,MMR006005,,173298,,15,Asia/Yangon,2017-12-29
1309793,Meiktila,Meiktila,"Meiktila,Mejtkhila,Miktila,mea thi la,meikeutilla,meittira,myyktyla,Мейтхила,میئکتیلا,เมะทีลา,မိတ္ထီလာမြို့,メイッティーラ,메이크틸라",20.87776,95.85844,P,PPL,MM,,08,MMR010D007,MMR010028,,177442,,244,Asia/Yangon,2016-06-01
1309937,Pyin Oo Lwin,Pyin Oo Lwin,"Maymo,Maymyo,Meimyu,Memyo,Pyin Oo Lwin",22.03501,96.45683,P,PPL,MM,,08,MMR010D002,MMR010008,,117303,,1088,Asia/Yangon,2020-02-01
1310120,Mawlaik,Mawlaik,Mawlaik,23.64254,94.40478,P,PPL,MM,,10,MMR005D007,MMR005031,,44540,,129,Asia/Yangon,2019-02-22
1310362,Maubin,Maubin,"Ma-oo-beng,Manbin,Maubin",16.73148,95.65441,P,PPL,MM,,03,MMR017D005,MMR017019,,42439,,11,Asia/Yangon,2025-12-15
1310460,Martaban,Martaban,"Martaban,Marteban,Moktama,Мартабан",16.52834,97.6157,P,PPL,MM,,13,MMR011D002,MMR011008,,48629,,27,Asia/Yangon,2016-06-01
1311874,Mandalay,Mandalay,"MDL,Mandalaj,Mandalaja,Mandalajo,Mandalajus,Mandalay,Mandalay piirkond,Mandale,Mandalej,madale,man de lei,mandalay,mandale,mandallei,mandaly,mandare,manidale,mantalai,manth a ley,Мандалай,Мандалеј,ماندالاي,ماندالی,ماندالے,मांडले,माण्डले,মান্দালে,ਮੰਡਲੇ,மண்டலை,మాండలే,มัณฑะเลย์,မန္တလေးမြို့,ማንዳሌ,マンダレー,曼德勒,만달레이",21.97473,96.08359,P,PPLA,MM,,08,MMR010D001,MMR010002,,1208099,,83,Asia/Yangon,2026-04-14
1311909,Manaung,Manaung,"Cheduba,MGU,Man-aung,Manaung,မာနအောငမြ,မာန်အောင်မြို့",18.85479,93.72913,P,PPL,MM,,01,MMR012D003,MMR012012,,50680,,9,Asia/Yangon,2025-08-14
1312609,Magway,Magway,"MWQ,Magueh,Magvay,Magve,Magway,Magwe,maghwy,maguue,magve,magwy,maigave,maግwe,myaga'oye,mygwے,Магве,Магуэ,ماغوي,ماگوی,میگوے,मग्वे,ম্যাগওয়ে,ਮੈਗਵੇ,ማግዌ,マグウェー",20.14956,94.93246,P,PPLA,MM,,15,MMR009D001,MMR009001,,96954,,60,Asia/Yangon,2026-04-14
1312649,Madaya,Madaya,"Madaya,Mattaya",22.21148,96.10387,P,PPL,MM,,08,MMR010D002,MMR010009,,24234,,82,Asia/Yangon,2025-09-11
1313479,Loikaw,Loikaw,"LIW,Loikaw,Lojkaun,Lojko,Loykau,Lwegaw,Lwègaw,la'ika'o,lo'ika'o,lo'iko,loyika,lwykaw,roika,Лойкаун,Лойко,لويكاو,لویکاؤ,لویکاو,लोइकॉ,লইকাও,ਲੋਇਕਾਓ,ሎይካ,ロイカー",19.67798,97.20975,P,PPLA,MM,,06,MMR002D001,MMR002001,,17293,,893,Asia/Yangon,2026-04-14
1313795,Lewe,Lewe,"Lewe,lai wei,แลเว่,လယ်ဝေးမြို့,လႄႇဝေး၊ ဝဵင်း,ဝေင်ꩻလယ်ဝေး,莱韦,萊韋",19.63606,96.10998,P,PPL,MM,,18,MMR018D002,MMR018007,,30208,,111,Asia/Yangon,2025-09-11
1314042,Letpandan,Letpandan,"Letpadan,Letpandan,Letpatan",17.78664,95.75076,P,PPL,MM,,16,MMR008D002,MMR008008,,38936,,23,Asia/Yangon,2016-06-01
1314619,Lawksawk,Lawksawk,"Lawksawk,Yatsauk,lao suo,ရပ်စောက်မြို့,ဝေင်ꩻရောက်ꩻစောက်ꩻ,劳索",21.2481,96.86731,P,PPL,MM,,11,MMR014D001,MMR014008,,29533,,940,Asia/Yangon,2025-09-11
1314759,Lashio,Lashio,"LSH,Lasha,Lashio,Lasho,Lasijas,Lasio,Laŝio,Lašijas,Lašio,la seiyw,la shu,lashyw,lashyyw,lasi'o,lasio,lasiyo,rasho,Λάσιο,Лаша,Лашио,Лашо,لاشيو,لاشیئو,لاشیو,लाशिओ,लाशियो,লাশিও,લાશિયો,லாஷியோ,లాషియో,ಲಾಶಿಯೋ,ලශියෝ,ล่าเสี้ยว,လားရှိုးမြို့,လႃႈသဵဝ်ႈ၊ ဝဵင်း,ဝေင်ꩻလားသျိုး,ラーショー,腊戍,臘戍,라시오",22.9359,97.7498,P,PPL,MM,,11,MMR015D001,MMR015001,,131000,,845,Asia/Yangon,2025-12-15
1315056,Lakang,Lakang,"La Kang-gahtawng,Lakang",24.66051,97.18923,P,PPL,MM,,04,MMR001D003,MMR001010,,85423,,320,Asia/Yangon,2024-04-19
1315244,Labutta,Labutta,"Labutta,la bu da,labwta,reppota,لابوتا,လပုတ်ႉတႃႇ၊ ဝဵင်း,လပွတ္တာမြို့,ဝေင်ꩻလပွတ်တာ,レッポター,拉布達",16.14948,94.75898,P,PPL,MM,,03,MMR017D004,MMR017016,,29645,,9,Asia/Yangon,2025-12-15
1315749,Kyonpyaw,Kyonpyaw,"K'onp'ja,Kionpgio,Kjonpiava,Kjonpja,Kyonbyaw,Kyonpyaw,Kyunpyaw,Kyônbyaw,con-b yx,jing song,kayonopaya,kayopayo,kiyampa,kiyompyav,kyaionpia,kyompayau,kyonapi'o,kyonpiya,kyonpiyav,kywnbyaw,kywnpyaw,Κιονπγιό,Кьонпья,كيونبياو,کیونپیاو,कायोनोपाय,क्योंपयौ,কিয়ংপ,ક્યોનપિઓ,க்யோன்பியவ்,కియోంప్యావ్,ಕ್ಯೊನ್ಪಿಯಾ,කියොන්පියෝ,โจน-บยอ,ကျုံပျော်မြို့,ဍုံကျုင်ပျဝ်,ဝေင်ꩻကျုံပျော်,ၵျူင်ႇပျေႃႇ၊ ဝဵင်း,キャイオンピア,京松,카요파요",17.30132,95.19833,P,PPL,MM,,03,MMR017D001,MMR017005,,23966,,15,Asia/Yangon,2025-09-11
1316173,Kyeintali,Kyeintali,"Kyeintali,Kyeintali Town,jing de li,ကျနတလ,ကျနတလမြ,ကျိန္တလီ,ကျိန္တလီမြို့,ဝေင်ꩻစေင်တလီ,ၵျဵၼ်ႇတလီႇ၊ ဝဵင်း,景德利",18.00611,94.49,P,PPL,MM,,01,MMR012D004,MMR012017,,23581,,7,Asia/Yangon,2025-05-09
1316499,Kyauktaw,Kyauktaw,"Kyauktaw,ကျောကတော,ကျောကတောမြ,ကျောက်တော်,ကျောက်တော်မြို့",20.84468,92.97527,P,PPL,MM,,01,MMR012D005,MMR012004,,19492,,10,Asia/Yangon,2026-01-03
